id,title,authors,venue,year
6955,a hypertext query language for images,l yang,"sigmod record ,",1994
6956,"counting , enumerating , and sampling of execution plans in a cost-based query optimizer","f waas , c galindo-legaria","sigmod conference ,",2000
6957,"data management : lasting impact of the wild , wild , web",rm meseck,"sigmod conference ,",2001
6958,beyond document similarity : understanding value-based search and browsing technologies,"sigmod record , 2000","sigmod record ,",2000
6959,optimal histograms with quality guarantees,"smvpk sevcik , hv jagadish , n koudas , t suel","proc . of acm sigmod conf ,",
6960,a wavelet-based clustering approach for spatial data in very large databases the vldb journal,"f sheikholeslami , s chatterjee , az wavecluster",,
6961,high dimensional indexing structures database support for next decade 's applications,"s berchtold , d keim","proc . acm sigmod , page ,",
6962,the wasa approach to workflow management for scientij,"g vossen , m weske","applications . in : a. dogac , l. kahnichenko , mt zsu , a. sheth",
6963,"cure : an efficient clustering algorithm for large databases , acm-sigmod int . conf","s guha , r rastogi , k shim","management of data ( sigmodâ ?? 98 ) ,",
6964,vqbd : exploring semistructured data,"ss chawathe , t baby , j yeo",,
6965,agora : living with xml and relational ( system demonstration ),"i manolescu , d florescu , d kossmann , d olteanu , f","proc . of the vldb conf ,",
6966,fast time sequence indexing for arbitrary lp norms,"c faloutsos , b yi","proceedings of the 26th international conference on very & hellip ; ,",2000
6967,fundamentals of data warehouses : 2 ndrevised and extended edition,v hoffner,"acm sigmod record ,",2003
6968,"papakonstantinou , and vs subrahmanian . query caching and optimization in distributed mediator","sa acps , ks candan",proceedings of the acm sigmod international conference on,
6969,static analysis techniques for predicting the behavior of active database rules â ??,"jm hellerstein , j widom","acm transactions on database systems ,",1995
6970,"answering queries using views : a survey , 2000",ay levy,,
6971,the asilomar report on database [ j ],"p bernstein , m brodie , s ceriâ ? ¦","acm sigmod record ,",
6972,dbcache : middle-tier database caching for highly scalable e-business architectures,"c bornovd , m altinel , s krishnamurthy , c mohan , h","proceedings of acm sigmod , san diego ,",
6973,matter : providing cost information for diverse data sources in a federated system,"m tork roth , f ozcan , l haas","tech . report ibm rj # 10141 , feb. .",
6974,towards on-line analytical mining in lare database sysytems [ c ],j han,"acm-sigmod ,",
6975,efficient snapshot differential algorithms for data warehousing,"h garcia-molina , wj labio",,1996
6976,materialized view selection and maintenance using multi-query optimization,"h mistry , p roy , s sudarshan , k ramamritham","sigmod conference ,",2001
6977,chorochronos a research network for spatiotemporal database systems,t sellisâ ? ¦,"sigmod record , new york ,",
6978,dataguides : enabling query formulation and optimization in semistructured databases,"r goldman , j widom","vldb ,",1997
6979,schema matching as query discovery,"rj miller , lm haas , m hernandez","proceedings of the 26th international conference on very & hellip ; ,",
6980,xsb as an efficient deductive database engine,"kst swift , ds warren",,1994
6981,disjunctive datalog,"t eiter , g gottlob , h mannila","acm transactions on database systems ,",1997
6982,mining surprising patterns using temporal,"s chakrabarti , s sarawagi , b dom",,
6983,predictive dynamic load balancing of parallel and distributed rule and query processing,"hm dewan , sj stolfo , m hernandez , jj hwang","sigmod conference ,",1994
6984,relational databases for querying xml documents : limitations and opportunities,"j shanmugasuudaram , k tufte , c zhang , g he , dj","vldb &#39; 99 , proceedings of 25th international conference on & hellip ; ,",
6985,dependency constraints and normal forms for object-oriented schemata,"z tari , j stokes , s spaccapietra","acm trans . on database systems ,",
6986,a one-pass aggregation algorithm with the optimal buffer size in multidimensional olap .,"yk lee , ky whang , ys moon , iy song","vldb ,",2002
6987,efficient processing of joins on set-valued attributes,n mamoulis,"sigmod conference ,",2003
6988,birch : an efficient data clustering method for very large,"t zhang , r ramakrishnan , m livny",proceedings of acm sigmod international conference,
6989,database design for incomplete relations,"m levene , g loizou","acm transactions on database systems ,",1999
6990,flexible and scalable digital library search,ma windhouwer,,2001
6991,storage and retrieval of xml data using relational db,"s chandhuri , k shim",proceedings of the international vldb,
6992,wrapping web data into xml,"w hun , d buttler , c pu","sigmod record ,",2001
6993,"rjb jr. , and r. agrawal . privacy preserving indexing of documents on the network",m bawa,,2003
6994,eager aggregation and lazy aggregation,"w peng , l per-ake","proc of the 21st int &#39; l conf on very large data bases . san & hellip ; ,",
6995,groupwise processing of relational queries,"k ross , d chatziantoniou","proceedings of the 23rd vldb conference ,",
6996,"andr . muntz , â ?? sting : astatisticalinformation grid approach to spatial data mining , â ??","w wang , j yang","proc . conf . vldb ,",
6997,index structures for selective dissemination of information,"tw yan , h garcia-molina",,
6998,user-defined table operators : enhancing extensibility for ordbms,"b mitschang , m jaedicke",,
6999,searching in metric spaces by spatial approximation in proc,g navarro,6th south american symposium on string processing and,
7000,feedbackbypass : a new approach to interactive similarity query processing,"i bartolini , p ciaccia , f waas","proceedings of the international conference on very large & hellip ; ,",2001
7001,avoiding ordering and grouping during query processing,"x wang , m cherniack","brandeis technical report , june",
7002,"a foundation for multi-dimensional databases . in : dayal u , gray pmd , nishio s eds","m gyssens , lvs lakshmanan",,1997
7003,template-based wrappers in the tsimmis system - group of 14 & raquo ;,"j hammer , h garcia-molina , s nestorov , r yerneni ,","proceedings of the 1997 acm sigmod international conference & hellip ; ,",1997
7004,providing better support for a class of decision support queries,"sg rao , a badia , d van gucht","proceedings of the 1996 acm sigmod international conference & hellip ; ,",1996
7005,"commix : towards effective web information extraction , integration and query answering","w teng-jiao , t shi-wei , y dong-qing , g jun , w yu -",proceedings of the 2002 acm sigmod international conference,
7006,eos : an extensible object store,"a biliris , e panagos","sigmod conference ,",1994
7007,lachesis : robust database storage management based on device-specific performance characteristics,"j schindler , a ailamaki , gr ganger","proceedings of the international conference on very large & hellip ; ,",2003
7008,semantic similarities between objects in multiple databases : a context-based approach,"v kashyap , a sheth","the vldb journal-an international journal on very large & hellip ; ,",
7009,hd-eye : visual clustering of high dimensional data,"a hinneburg , da keim , m wawryniuk","sigmod conference ,",2002
7010,"po ` neil and d. shasha , 1997 . the dangers of replication and a solution","j grey , p helland",proc . acm,
7011,online reorganization in object databases,lm krishna,,1998
7012,"mediator languages-a proposal for a standard , april 1996","p buneman , l raschid , j ullman",,
7013,toward network data independence,j hellerstein,"sigmod record ,",2003
7014,n. ponnek anti . zoo : a desktop experiment management environment,"y ioannidis , m livny , s gupta","22nd international vldb conference ,",
7015,ansi sql hierarchical processing can fully integrate native xml .,mm david,"sigmod record ,",2003
7016,"workflow automation : applications , technology , and research ( tutorial )",ap sheth,"sigmod conference ,",
7017,dynamic sample selection for approximate query processing,"b babcock , s chaudhuri , g das","sigmod conference ,",2003
7018,olap + + : powerful and easy-to-use federations of olap and object databases,"j gu , tb pedersen , a shoshani","proceedings of the 26th international conference on very & hellip ; ,",2000
7019,"alex. pang , â ?? exploratory mining and pruning optimizations of constrained association rules , â ??","rt ng , lvs lakshmanan , j han",proceedings of the 1998 acm sigmod international conference,
7020,sentinel : an object-oriented dbms with event-based rules,s chakravarthy,"acm sigmod record ,",1997
7021,the spiffi scalable video-ondemand system,"s freedman craig , dj dewitt","proceedings of the 1995 acm sigmod international conference & hellip ; ,",
7022,a critique of ansi sql isolation levels,poâ ?? neil,"a dense , scholarly , oft-cited , hard-to-read , necessary",
7023,random sampling techniques for space efficient of large data sets,"g singh , s rajagopalan , b lindsay","proceedings of acm sigmod int . conf . on management of data ,",
7024,towards automatic data extraction from large web sites,v crescenzi,"27th conference on vldb , rom ,",
7025,report on xewa-00 : the xml enabled wide-area searches for bioinformatics workshop,t critchlow,"sigmod record ,",2001
7026,mining generalized association rules . in : proceeding of the 21st international conference on very,"r srikant , r agrawal",,1995
7027,simultaneous optimization and evaluation of multiple dimension queries,"y zhao , pm deshpande , jf naughton , a shukla","proc . acm-sigmod ,",
7028,a consensus glossary of temporal db concepts,c jensenâ ? ¦,acm,
7029,"j. han , and a. pang. : exploratory mining and pruning optimizations of constrained association rules","r ng , l lakshmanan","proc . of the 1998 acm sigmod intl. conf on management of & hellip ; ,",
7030,hyperfile : a data and query model for documents,"c clifton , h garcia-molina , d bloom","the vldb journal the international journal on very large & hellip ; ,",1995
7031,hot mirroring : a method of hiding parity update and degradation during rebuilds for raid 5,"k mogi , m kitsuregawa","& hellip ; of acmsigmod 1996 international conference on management of & hellip ; ,",
7032,index structures for selective d of information under the boolean model,"t yan , h garcia-molina","acm transactions on database systems ,",1994
7033,implementing xquery,p cotton,,
7034,system for optimized numeric association rules,"t fukuda , y morimoto , s morishita , t tokuyama","proceedings of the 1996 acm sigmod international conference & hellip ; ,",
7035,s3 : similarity search in cad database systems,hpbs kriegel,proc . acm sigmod int . conf . on management of,
7036,the samos active dbms prototype,s gatziu,,
7037,building hierarchical classifiers using class proximities,"k wang , s zhou , s liew","proceedings of the international conference on very large & hellip ; ,",
7038,languages for multi-database interoperability .,"acms anthology , p edition",,
7039,a new sql-like operator for mining association rules,"s ceri , r meo , g psaila",proc . of the 22nd intâ ?? l conference on very large data,
7040,similarity search in high dimensions via hashing,"a gionis , p indyk , r motwani","vldb ,",1999
7041,neurorule : a connectionist approach to data mining in proc . 21th int,"h lu , r setiono , h liu",conf . very large data,
7042,warlock : a data allocation tool for parallel warehouses,"t stoehr , e rahm","vldb ,",2001
7043,crawling the hidden web,"s raghavan , h garcia-molina","vldb ,",2001
7044,multimidia data miner : a system prototype for multimedia data miner,"or zaiane , j han , zn li , sh chee , j chiang","proc . acm sigmod intl. conf . on management of data ,",
7045,"ã cents â ? ¬ å?maintenance of data cubes and summary tables in a warehouse , ã cents â ? ¬ â ?","is mumick , d quass , bs mumick","proc . acm sigmod ,",
7046,spreadsheets in rdbms for olap,"a witkowski , s bellamkonda , t bozkaya , g dorman , n","proceedings of the 2003 acm sigmod international conference & hellip ; ,",2003
7047,"andj . yu , â ?? client-server paradiseâ ??","dj dewitt , n kabra , j luo , jm patel","proceedings of the 20th vldb conference , september ,",
7048,o scheduling in online tertiary storage systems,"bk hillyer , a silberschatz , i random",proceedings of the 1996 acm sigmod international conference,
7049,suciud ( 1999 ) storingsemistructured data with stored,fm deutscha,"proceedings of the acm sigmod conference on management of & hellip ; ,",
7050,online aggregation,jm hellerstein,,
7051,efficient optimistic concurrency control using loosely synchronized clocks . submitted to the 1995,"a adya , r gruber , b liskov , u maheshwari",mit laboratory for computer,
7052,sj : lh * rs : a high-availability scalable distributed data structure using reed solomon codes,"w litwin , t schwarz","acm sigmod int . conf . on management of data ,",
7053,mdm : a multiple-data-model tool for the management of heterogeneous database schemes,"p atzeni , r torlone","sigmod conference ,",1997
7054,why and how to benchmark xml databases,"a schmidt , f waas , m kersten , d florescu , mj carey","sigmod record ,",2001
7055,fast evaluation techniques for complex similarity queries . 27th int,"k bã ¶ hm , m mlivoncic , hj schek , r weber","conf . on very large databases ( vldb ) , roma , italy , september ,",
7056,learning to match ontologies on the semantic web,"ah doan , j madhavan , r dhamankar , p domingos , a","the vldb journal the international journal on very large & hellip ; ,",2003
7057,rate-based query optimization,"s viglas , j naughton","acm sigmod ,",
7058,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k","proceedings of the international conference on very large & hellip ; ,",1998
7059,a study on data point search for hg-trees .,acms anthology,"sigmod record ,",1999
7060,distributing queries over low-power wireless sensor networks,"s madden , jm hellerstein","sigmod conference ,",2002
7061,krdb ' 98 : the 5th international workshop on knowledge representation meets databases .,acms anthology,"sigmod record ,",1998
7062,integrating content and structure in text retrieval,g navarro,"sigmod record ,",1996
7063,practical applications of triggers and constraints : success stories and lingering issues,"s ceri , rj cochrane , j widom","26th very large data bases conference proceedings ,",
7064,efficient view maintenance at data warehouses,t yurek,,1997
7065,enhanced hypertext classification using hyperlinks,"s chakrabarti , b dom , p indyk","proc . acm sigmod ,",
7066,answering queries with aggragates using views,"d srivastava , s dar , h jagadish , a levy","proceedings of the international conference on very large & hellip ; ,",
7067,netcube : a scalable tool for fast data mining and compression,dmcfs thrun,,
7068,finding intensional knowledge ofdistance-based outliers,emkrt ng,,1999
7069,an anonymous electronic commerce scheme with an off-line authority and untrusted agents,"j domingo-ferrer , j herrera-joancomarti","sigmod record ,",1998
7070,"pattern discovery in scientific , program , and document databases","jt wang , k zhang , dsp matching","proc . of the conference on management of data ( sigmod ) ,",
7071,lopix : a system for xml data integration and manipulation,w may,,
7072,cache-and-query for wide area sensor network,"a deshpande , s nath , pb gibbons , s seshan","sigmod conference ,",
7073,treepattern queriesminimization,"s amer-yahia , s cho , l lakshmanan , d srivastava",,
7074,andshamkantb . navathe . anecient algorithmforminingassociationrules inlargedatabases,eo ashokasavasere,,
7075,a brief introduction to the research area and the special section,"a ouksel , a sheth","sigmod record ,",1999
7076,towards knowledge-based digital libraries,"l feng , ma jeusfeld , j hoppenbrouwers","sigmod record ,",2001
7077,sample large databases for association rules,h toivonen,proceedings of the 22nd international conference on very,
7078,new standard for stored procedures in sql,a eisenberg,"acm sigmod record ,",1996
7079,"report on the first international conference on ontologies , databases and applications of semantics",k aberer,"sigmod record ,",2003
7080,zdonik . monitoring streamsâ ?? a new class of data management applications,"c carney , c cherniak , s lee , t stonebraker","& hellip ; of very large databases ( vldb ) , hong kong , august ,",
7081,efficient testing of high performance transaction processing systems,"d wildfogel , r yerneni","proceedings of the international conference on very large & hellip ; ,",1997
7082,the propel distributed services platform,"m carey , s kirsch , m roth , b van der linden , n","proceedings of the international conference on very large & hellip ; ,",2001
7083,implementing the spirit of sql-99,p brown,,
7084,estimating the selectivity of spatial queries using the ` correlation ` fractal dimension,"a belussi , c faloutsos",,1995
7085,hans-peter . kriegel . the x-tree : an index structure for high-dimensional data,"s berchtold , da keim",proceedings of the 22nd vldb,
7086,sting : a statistical information grid based approach to spatial data mining,"w wang , j yang , r muntz","proc . 23rd int . conf . on very large data base ,",
7087,effective timestamping in databases,"k torp , cs jensen , rt snodgrass","the vldb journal the international journal on very large & hellip ; ,",2000
7088,maintenance of data cubes and summary table in a warehouse,"is mumick , d quass",,1997
7089,processing complex aggregate queries over data streams,"a dobra , mn garofalakis , j gehrke , r rastogi","sigmod conference ,",2002
7090,metij object-oriented dbms,"a dogac , c ozkan , b arpinar , t okay , c evrendilek","& hellip ; tn object-oriented database systems , dogac , a. , ozsu , t. , & hellip ; ,",
7091,"jensen , c. , leutenegger , s. , lopez , m. , '' indexing the positions of continuously moving objects , ''",s saltenisâ ? ¦,"proc . acm sigmod ,",
7092,improved query performance with variant indexes,d quass,,
7093,strudel : a web-site management system .,"acms anthology , p edition",,
7094,"estimating the selectivity of xml path expressions for internet scale applications , in â ?? vldb 2001","a aboulnaga , ar alameldeen , jf naughton","proceedings of 27th international conference on very large & hellip ; ,",
7095,efficient numerical error bounding for replicated network services,"h yu , a vahdat","vldb ,",2000
7096,clustering by pattern similarity in large data sets,"h wang , w wang , j yang , ps yu",,
7097,"oodb indexing by class division , apic series","s ramaswamy , p kanellakis",,1995
7098,guest editorial,mp atkinson,"the vldb journal the international journal on very large & hellip ; ,",2000
7099,similarity-based queries for time series data,dra mendelzon,"proc . of the acm sigmod conf. , tucson , az , may ,",1997
7100,dictionary-based order-preserving string compression,g antoshenkov,"the vldb journal the international journal on very large & hellip ; ,",1997
7101,strudel-a web-site management system,"a levy , d florescu , d suciu , j kang , m fernandez","proceedings acm sigmod international conference on & hellip ; ,",
7102,"r. ramakrishnan , magic conditions","is mfpr , sj mumick , hp finkelstein","proc . 9th pods ,",
7103,online query processing,"jm hellerstein , pj haas","proceedings of the acm sigmod international conference on & hellip ; ,",
7104,cost based optimization for magic,p seshadriâ ? ¦,,1996
7105,an extended entity-relationship model for geographic applications,n tryfona,"sigmod record , newyork ,",
7106,simultaneous optimization and evaluation of multiple dimensional queries,"y zhao , p deshpande , jf naughton , a shukla","sigmod conference ,",1998
7107,your mediators need data convention,"s cluet , c delobel , j simeon , k smaga","proc . acmsigmod international conference on management of & hellip ; ,",
7108,size separation spatial join . computer systems research institute,"n koudas , kc sevcik","csri-tr-352 . university o ] toronto , october",
7109,workflow history management,"p koksal , sn arpinar , a dogac","sigmod record ,",1998
7110,finding intensional knowledge of distance-based outliers,"em knorr , rt ng","vldb ,",1999
7111,query processing in tertiary memory databases,s samwagi,"proc . of the 19â ?? â ?? vldb conference , switzerland , & hellip ; ,",
7112,on historical queries along multiple lines of time evolution . to appear at the,"gm landau , jp schmidt , vj tsotras","vldb journal ,",
7113,the value of merge-join and hash-join in sql server,g graefe,"proceedings of the international conference on very large & hellip ; ,",1999
7114,highly concurrent cache consistency for indices in client-server database systems,"m zaharioudakis , mj carey","proceedings on the 1997 acm-sigmod international conference & hellip ; ,",1997
7115,dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems,"m tamura , m kitsuregawa","proceedings of the 25th international conference on very & hellip ; ,",1999
7116,"decision support , data warehousing and olap , 1996","s chaudhuri , u dayal","vldb tutorial , bombay ,",
7117,r-tree based indexing of now-relative bitemporal data,"rbcsj simonas , sg slivinskas",,
7118,mining generalized association rules . 1995 . 13p,"r agrawal , r srikant","proceedings of 21st vldb conference zurich ,",
7119,theast european conference adbis 2001 on advances in databases and information systems . vol . 3 â ??,"a caplinskas , j eder",,2001
7120,distributed data structure,"w litwin , rim moussa","acm transactions on database systems ,",2005
7121,memory management during run generation in external sorting,pa larson,"sigmod conference ,",1998
7122,calibrating optimizer cost model of iro-db,"g gardarin , f sha , zh tang","the vldb journal ,",
7123,high-concurrency locking in r-trees,"d banks , m kornacker , m stonebraker",,
7124,temporal conditions and integrity constraint checking in active database systems,"p sistla , o wolfson","proceedings of the acm sigmod international conference ,",
7125,applying data mining techniques to a health insurance information system,ms viveros,"proceedings of the international conference on very large & hellip ; ,",1996
7126,querying heterogeneous information sources using source descriptions . 22th vldb,"ay levy , a rajaramanâ ? ¦","bombay , india ,",
7127,p-grid : a self-organizing structured p2p systems,k aberer,"sigmod record ,",2003
7128,optimization of constrained frequent set queries : 2-var constraints,"lvs lakshmanan , r ng , j han , a pang",3rd sigmodâ ?? 98 workshop on research issues in data mining,
7129,guest editorial,ay halevy,"the vldb journal the international journal on very large & hellip ; ,",2002
7130,self-similarity in the web,"s dill , r kumar , ks mccurley , s rajagopalan , d","acm transactions on internet technology ,",2002
7131,hyper-programming in java,e zirintsis,"proceedings of the international conference on very large & hellip ; ,",1999
7132,spatial joins using seeded trees,"ml lo , cv ravishankar",,
7133,high availability of commercial applications,k ivinskis,"proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995
7134,naos-e-cient and modular reactive capabilities in an object-oriented database system,"c collet , t coupaye , h svensen","proceedings of the 20th international conference on very & hellip ; ,",
7135,evaluation of main memory join algorithms for joins with set comparison join predicates,"s helmer , g moerkotte","vldb ,",1997
7136,foundations of preferences in database systems,w kieî ² ling,proc . of the intl. conf . on very large data bases,
7137,mtcache : mid-tier database caching for sql server,"palj goldstein , h guo , j zhou",,
7138,complex queries over web repositories,"s raghavan , h garcia-molina","proceedings of the international conference on very large & hellip ; ,",2003
7139,dataguides : enabling query formulation and optimization in semistructured databases,"g roy , w jennifer","dayal u , gray pmd , nishio s edsproceedings of the 23rd",
7140,secure buffering inâ ® rm real-time database systems,"b george , j haritsa","journal on very large data bases ( vldb ) ,",
7141,extending practical pre-aggregation in on-line analytical processing,"tb pedersen , cs jensen , ce dyreson","proceedings of the international conference on very large & hellip ; ,",1999
7142,a critique of ansi isolation levels,"h berenson , p bernstein , j gray , j melton , ej oâ ??","acm sigmod int . conf ,",
7143,the wasa2 object-oriented workflow management system,"g vossen , m weske","sigmod conference ,",1999
7144,containment of conjunctive queries : beyond relations as sets,"ye ioannidis , r ramakrishnan","acm transactions on database systems ,",1995
7145,"r. rastogi , and k. shim . cure : an efficient clustering algorithm for large databases",s guha,"proc . 1998 acm-sigmod int . conf . management of data ( sigmod & hellip ; ,",
7146,"i 3 : intelligent , interactive investigaton of olap data cubes",s sarawagi,"geography ,",1990
7147,cient indexing on air,"t imielinski , s viswanathan , br badrinath , e",proceedings of the acm,
7148,sleepers and workaholics : caching strategies in mobile environments,"d barbara-milla , t imielinski","acm sigmod record ,",
7149,xtrie : efficient filtering of xml documents with xpath expressions,"cy chan , p felber , m garofalakis , r rastogi","proc . of 18th international conference on data engineering , (",
7150,data grid management systems,"a jagatheesan , a rajasekar",,
7151,the grid : an application of the semantic web,c goble,"sigmod record ,",2002
7152,xsb as an efficient deductive database engine,"k sagonas , t swift , ds warren",,
7153,searching in metric spaces by spatial approximation,g navarro,"the vldb journal the international journal on very large & hellip ; ,",2002
7154,a foundation for representing and querying moving objects,"mh bã ¶ hlen , rh gã 1/4 ting , m erwig , cs jensen , na",acm transactions on database systems 25 : 1,
7155,"larson p. eager aggregation and lazy aggregation [ a ] . in ; umeshwar d , peter mdg , eds",pw yan,"proceedings of the 21st international conference on very & hellip ; ,",1995
7156,efficient filtering of xml documents for selective dissemination of information,"m altä ± nel , mj franklin",,
7157,a comparison of three user interfaces to relational microcomputer data bases,"c medsker , m christensen , iy song","sigmod record ,",1995
7158,the database group at university of hagen,"g schlageter , t berkel , e heuel , s mittrach , a","acm sigmod record ,",1995
7159,databases for networks,hv jagadish,"sigmod conference ,",1994
7160,multimediaminer : a system prototype for multimedia data mining . proceedings of acm sigmod,"or zaiane , j han , zn li",,1998
7161,some issues in design of distributed deductive databases,"mk mohania , nl sarda","proceedings of the international conference on very large & hellip ; ,",1994
7162,efficient concurrency control for broadcast environments univ,j shanmugasundaramâ ? ¦,of massachusetts technical report,
7163,outerjoins as disjunctions,ca galindo-legaria,,
7164,automatic discovery of language models for text databases,"j callan , m connell , a du","sigmod conference ,",1999
7165,the pointcast network,"s ramakrishnan , v dayal",,
7166,sideway value algebra for object-relational databases,"g ã?zsoyoç § lu , a al-hamdani , is altingã ¶ vde , sa","proceedings of the 28th international conference on very & hellip ; ,",
7167,cost-based selection of path expression processing algorithms in object-oriented databases,r inria,,
7168,capability based mediation in tsimmis,"c li , r yerneni , v vassalos , h garcia-molina , y","proc . of the acm sigmod int . conf . on management of data ,",1998
7169,infosleuth : agent-based semantic integration of information in open and dynamic environments,"r bayanto , w bohrer , r briceâ ? ¦",proc . of acm sigmod international conference management of,
7170,"caching strategies for data-intensive web sites , in â ?? vldb conferenceâ ??","k yagoub , d florescu , p valduriez , v issarny","cairo , egypt ,",
7171,fast-start : quick fault recovery in oracle,"t lahiri , a ganesh , r weiss , a joshi",,
7172,efficient and effective clustering methods for spatial data mining,"tn raymond , j han","proc . of vldb conf ,",
7173,"do n't scrap it , wrap it ! a wrapper architecture for legacy data sources . 266-275 . 1997 . athens ,","pm schwarz , mt roth",proceedings of the 23rd vldb,
7174,describing and using the query capabilities of heterogenous sources,"v vassalos , y papakonstantinou",vldb,
7175,the aqua approximate query answering system,"s acharya , pb gibbons , v poosala , s ramaswamy","proceedings of the 1999 acm sigmod international conference & hellip ; ,",1999
7176,"e suciu , d. , â ?? a query language for a web-site management systemâ ??","m fernandez , d florescu , j kang , a levy","sigmod record , setembro de ,",
7177,advances of the dblearn system for knowledge discovery in large databases,"j han , y fu , s tang",,
7178,dennis tsichritzis data modeling of timeâ ?? based media to appear in sigmod 94,"s gibbs , c breiteneder",available via ftp from cui . unige .,
7179,querying network directories,"hv jagadish , d srivastava , d vista",,
7180,checking the temporal integrity of interactive multimedia documents,"i mirbel , b pernici , t sellis , s tserkezoglou , m","the vldb journal the international journal on very large & hellip ; ,",2000
7181,"information gathering in the world wide web : the w3ql language , the w3qs system",dko shmueli,acm transactions on database,
7182,standards for databases on the grid,s malaika,"acm sigmod record ,",2003
7183,2p : clustering based on closest pairs,"n alexandros , t yannis , mc yannis","proceedings of the 27th international conference on very & hellip ; ,",
7184,"some remarks on variable independence , closure , and orthographic dimension in constraint databases .",acms anthology,"sigmod record ,",1999
7185,using unknowns to prevent discovery of association rules,"y saygä ± n , vs verykios , c clifton",,
7186,phoenix project : fault tolerant applications,"d lomet , r barga","sigmod record ,",
7187,"ranganathan. , m. and manolopoulos , y. ( 1994 ) fast subsequence matching in time-series databases",c faloutsos,proc . acm sigmod conf . on management of,
7188,approaxiate medians and other quantiles in one pass and with limited memory,"gs manku , s rajagopalan , bg lindsay","proc . acm sigmod conference ,",
7189,effective change detection using sampling,"j cho , a ntoulas","vldb ,",2002
7190,sql standardization : the next steps,c attractions,"sigmod record ,",2000
7191,the complexity of transformation-based join enumeration,"a pellenkoft , ca galindo-legaria , m kersten","vldb ,",1997
7192,integrating association rule mining with relational database systems : alternatives and implications,ld notice,,
7193,including group-by in query optimization,"s chaudhari , k shim",,1994
7194,optimizing object queries using an effective calculus,"l fegaras , d maier","acm transactions on database systems ,",2000
7195,new standard for stored procedures in sol,a eisenherg,,1996
7196,realm-based spatial data types : the rose algebra,"rh gã 1/4 ting , m schneider","the vldb journal the international journal on very large & hellip ; ,",1995
7197,"garcia-molina , h. : synchronizing a database to improve freshness",j cho,& hellip ; of 2000 acm international conference on management of data,
7198,"implementing data cubes e-ciently , best paper award","v harinarayan , a rajaraman , j ullman","proceedings sigmod ,",
7199,approximate query processing : taming the terabytes ( tutorial ),"pb gibbons , m garofalakis",,2001
7200,lh * g : a high-availability scalable distributed data structure through record grouping . with t.,w litwin,"res . rep. ceria , u. dauphine & u. linkoping ( may . 1997 ) . (",
7201,review : a real-time virtual walkthrough system,"l shou , ch chionh , z huang , y ruan , kl tan","sigmod record ,",2001
7202,mining frequent pattern without generation candidate,"j han , j pei , y yin","proceedings of the 2000 acm sigmod , dallas , texas , usa ,",
7203,histogrambased approximation of set-valued query-answers,"pb gibbons , y matias , v poosala","proc . of the 1997 intl. conf . on very large data bases ,",
7204,storage estimation for multidimensional aggregates in the presence of hierarchies,"a shukla , p deshpande","vldb ,",1996
7205,models and languages for describing and discovering e-services,"f casati , mc shan","sigmod conference ,",2001
7206,& & shim k. spirit : sequential pattern mining with regular expression constraints,"m garofalakis , r rastogi",proc . 25 thinternational conference on very large databases,
7207,public : a decision tree classifier that integrates building and pruning . data mining and knwoledge,"r rastogi , k shim",,2000
7208,is genericmetadata management feasible ? paneloverview,pa bernstein,"proc26thintconfonvery large data bases ,",
7209,implementing database operations using simd instructions,"j zhou , ka ross","sigmod conference ,",2002
7210,estimation of query-result distribution and its application in parallel-join load balancing,"v poosala , ye ioannidis","proceedings of the international conference on very large & hellip ; ,",1996
7211,integrated document caching and prefetching in storage hierarchies based on markov-chain predictions,"a kraiss , g weikum","springer-verlag ,",
7212,"q ` he ins and outs ( and everything in between ) of data warehousing , ''","j byard , d schneider","tutorial in acm sigmod ,",
7213,optimizationalgorithms for exploiting the parallelism-communication tradeoff in pipelined,whr motwani,"proc . of the 20th intl. vldb conf ,",
7214,influential papers,k ross,"acm sigmod record ,",2002
7215,designing an ultra highly available dbms ( tutorial session ),"se bratsberg , ã ? torbjã ¸ rnsen","acm sigmod record ,",2000
7216,"a distributed scientific data archive using the web , xml and sql/med","m papiani , j wason , an dunlop , da nicole","sigmod record ,",1999
7217,andc . unnikrishnan . carnotandinfosleuth : database technology and the world wide web,"d woelk , b bohrer , n jacobs , k ong , c tomlinson",proc . of acm sigmod conf . on management of,
7218,caching multidimensional queries using chunks,"pm deshpande , a shukla","sigmod conference ,",1998
7219,efficient algorithms for minimizing tree pattern queries,p ramanan,"sigmod conference ,",2002
7220,optics : ordering points to identifythe clustering structure,"m ankerst , m breunig , hp kriegel , j sander","proc . acm int . conf . on management of data ( sigmodâ ?? 99 ) ,",
7221,executing sql over encrypted data in the database-service-provider model,"h hacä ± gumus , b iyer , c li , s mehrotra","proc . of acm sigmod ,",2002
7222,an early look at xquery api for java tm ( xqj ),a eisenberg,"sigmod record ,",2004
7223,the onion technique : indexing for linear optimization queries,"yc chang , l bergman , v castelli , cs li , ml lo , jr","sigmod conference ,",2000
7224,dimensionalityreduction for similarity searching in dynamic databases,"a singh , d agrawal , kvr kanth",acm,
7225,balancing performance and data freshness in web database servers,"a labrinidis , n roussopoulos","vldb ,",2003
